"4UIN"	"4UIWT"	"490WT"	"490N"	"4180N"	"4180WT"	"5UIN"	"5UIWT"	"545WT"	"545N"	"590WT"	"590N"	"5180N"	"5180WT"	"6UIWT"	"645WT"	"645N"	"690WT"	"690N"	"6180N"	"6180WT"	"445N"	"445WT"	"Gene_ID"
50	1	0	0	0	39	5	10	0	0	6	0	5	12	19	0	0	0	0	12	27	0	0	"E2348C_3747"
27	2	0	0	1	19	1	5	0	0	1	0	1	17	18	0	0	0	0	1	21	0	4	"E2348C_3748"
68	6	1	0	0	64	3	8	0	0	0	0	4	26	18	0	0	3	2	2	33	0	0	"E2348C_3749"
977	140	0	1	1	20	32	80	1	0	3	0	11	29	419	0	3	1	0	11	61	2	2	"E2348C_3750"
13426	1259	16	18	4	155	877	2047	62	8	8	5	115	248	5246	4	33	3	4	56	421	32	137	"E2348C_3751"
23099	2487	26	24	7	294	1405	3364	77	12	17	14	230	501	7962	18	42	16	3	56	683	67	224	"E2348C_3752"
1673	211	8	3	1	93	239	279	17	0	3	1	27	91	767	4	3	5	0	19	183	5	28	"E2348C_3753"
1738	154	2	1	2	31	138	257	4	1	1	1	13	63	787	2	2	2	2	11	121	2	23	"E2348C_3754"
50	5	0	0	0	4	7	26	0	0	0	0	2	3	38	0	2	1	2	1	15	0	5	"E2348C_3755"
160	20	1	2	0	46	36	65	0	0	2	0	16	65	96	3	2	5	0	18	99	2	5	"E2348C_3756"
40	9	17	11	9	96	10	4	2	2	11	1	16	100	33	2	1	6	9	33	165	0	6	"E2348C_3757"
436	33	21	11	7	193	52	89	9	4	35	6	27	354	256	6	6	26	3	47	387	2	6	"E2348C_3758"
191	20	5	0	3	32	50	87	6	0	2	1	19	34	155	0	2	0	0	7	63	0	1	"E2348C_3759"
68	9	11	7	6	108	7	18	5	0	24	3	32	156	24	3	0	12	4	50	328	2	6	"E2348C_3760"
48	4	2	4	3	58	10	7	0	0	8	0	8	95	13	0	1	4	1	16	105	0	7	"E2348C_3761"
23	0	2	1	1	22	0	2	0	0	6	0	2	48	16	6	1	4	3	11	52	0	6	"E2348C_3762"
4	3	9	6	1	54	0	0	2	2	15	1	27	71	5	1	1	6	4	46	145	2	0	"E2348C_3763"
16	5	7	3	2	65	1	1	3	0	14	0	19	58	0	0	0	4	2	31	170	2	7	"E2348C_3764"
28	6	11	5	4	36	3	4	0	1	11	4	17	52	3	0	1	4	1	15	120	3	5	"E2348C_3765"
10	2	4	1	0	38	2	1	0	0	6	2	5	46	13	0	0	4	2	13	79	0	1	"E2348C_3766"
19	3	4	0	0	36	2	0	7	0	5	0	18	44	9	1	1	2	2	26	124	0	2	"E2348C_3768"
180	31	36	19	17	258	14	16	18	1	90	4	115	494	70	7	10	32	11	149	757	3	17	"E2348C_3769"
22	6	29	6	2	69	1	0	1	1	11	0	19	92	9	0	0	2	2	29	149	0	7	"E2348C_3770"
100	7	29	13	7	159	16	7	3	4	43	2	65	243	32	5	3	17	3	58	423	3	17	"E2348C_3771"
82	14	24	6	11	159	12	24	9	6	45	5	61	251	51	3	4	20	7	71	531	10	6	"E2348C_3772"
20	5	6	1	2	42	3	3	0	0	3	1	6	74	6	2	0	3	0	24	107	0	7	"E2348C_3773"
90	13	26	16	13	224	22	19	5	1	64	2	72	335	38	4	5	45	14	117	728	1	19	"E2348C_3774"
165	21	28	23	13	329	12	19	10	0	73	9	108	413	49	17	3	48	10	160	944	8	10	"E2348C_3775"
53	3	5	2	5	117	2	15	4	0	17	3	34	118	26	0	2	20	4	52	249	0	9	"E2348C_3776"
185	15	17	7	4	109	11	29	1	3	37	3	14	133	45	4	0	33	1	42	205	1	16	"E2348C_3777"
179	20	36	8	6	310	4	16	4	2	58	6	60	404	79	9	3	48	15	108	646	7	19	"E2348C_3778"
89	14	15	10	5	182	7	5	11	0	42	2	58	251	18	4	3	29	3	86	474	6	17	"E2348C_3780"
14	2	11	8	3	150	0	7	14	0	35	2	14	136	25	1	0	22	4	46	170	3	15	"EBG00001076630"
3	0	0	3	0	29	0	3	1	0	4	0	1	31	3	0	1	15	0	12	61	0	2	"E2348C_3782"
5	1	3	1	0	15	0	1	0	0	5	0	1	18	4	1	1	11	0	10	45	0	1	"EBG00001076575"
87	12	14	7	4	109	8	11	2	1	15	1	17	135	21	0	0	38	1	59	352	0	2	"E2348C_3783"
55	4	4	5	1	61	9	4	0	0	14	4	17	99	8	1	0	22	2	32	186	0	0	"EBG00001076661"
18	4	19	2	1	73	1	1	1	0	19	1	13	100	11	0	3	7	3	46	179	1	5	"E2348C_3784"
78	11	22	12	4	134	13	8	3	0	38	1	40	307	19	4	0	17	1	62	365	3	9	"E2348C_3785"
6	3	4	2	2	14	0	0	0	0	2	0	9	34	8	3	0	2	0	8	40	0	0	"E2348C_3786"
20	7	7	2	3	56	0	1	0	0	8	0	5	102	11	2	0	7	0	19	146	0	1	"E2348C_3787"
63	9	7	3	5	78	5	3	2	0	12	4	64	195	15	5	0	9	4	56	220	5	10	"E2348C_3788"
35	7	8	5	5	72	4	3	0	6	14	3	49	163	17	5	1	5	2	46	223	3	0	"E2348C_3789"
31	11	0	8	5	136	7	3	7	0	24	3	49	200	16	5	1	9	0	82	356	2	5	"E2348C_3790"
28	14	11	5	10	89	6	11	3	0	27	2	44	155	6	2	0	7	5	65	263	0	2	"E2348C_3791"
374	68	45	23	43	442	43	71	15	4	102	16	224	830	90	11	13	53	12	298	1178	4	31	"E2348C_3792"
1	0	2	3	0	35	3	2	0	2	9	0	6	27	3	0	0	5	0	9	68	0	6	"E2348C_tRNA_67"
447	64	108	46	39	576	20	48	14	6	141	13	220	1155	191	20	9	91	18	271	1173	16	48	"E2348C_3793"
19	5	6	7	6	75	0	3	7	0	20	3	6	124	3	4	0	12	2	28	129	1	1	"E2348C_3794"
10	0	4	5	3	53	0	0	9	0	9	1	4	89	5	1	1	7	0	19	85	0	13	"E2348C_3795"
27	3	10	0	4	56	3	0	0	0	19	0	13	110	15	2	0	11	4	30	147	0	1	"E2348C_3796"
1	0	2	0	0	27	0	0	0	0	5	0	4	23	5	3	0	6	1	12	32	0	0	"E2348C_3797"
30	1	16	3	0	128	4	3	5	0	22	0	8	103	7	4	0	22	1	33	218	2	7	"E2348C_3798"
47	5	10	4	1	180	4	7	1	0	18	2	22	183	9	2	0	6	1	34	475	0	1	"E2348C_3799"
31	6	4	4	5	36	6	3	4	1	8	0	7	76	11	1	0	7	1	19	135	0	5	"E2348C_3800"
29	3	7	0	3	27	0	0	1	0	9	0	15	63	3	9	0	3	2	24	73	0	3	"E2348C_3801"
26	4	14	6	4	63	4	10	1	0	22	1	12	108	12	2	0	4	0	38	155	0	1	"E2348C_3803"
11	2	12	5	7	31	2	1	3	0	35	0	26	60	11	4	1	12	1	31	129	1	13	"E2348C_3804"
171	30	38	21	13	227	17	12	11	0	58	3	89	352	37	15	2	43	3	108	680	6	31	"E2348C_3805"
955	191	196	81	56	1358	39	45	60	11	389	42	276	2100	116	74	34	265	37	627	3913	12	145	"E2348C_3806"
71	8	14	4	3	142	6	6	2	0	17	3	12	223	11	5	2	9	0	29	275	0	9	"E2348C_3807"
20174	3132	14511	5834	3894	113129	748	1089	3531	1697	18001	1667	8865	135619	20582	3478	1221	18460	3836	25376	167363	1027	7041	"E2348C_3808"
51	7	7	6	1	177	2	12	6	7	15	1	10	85	27	15	1	27	4	46	210	3	12	"E2348C_3809"
26	5	23	9	12	234	3	2	10	2	62	3	18	288	16	7	7	23	4	65	269	2	19	"EBG00001076528"
468	73	123	58	66	798	33	82	37	10	300	38	357	1428	139	30	16	185	37	444	2469	17	66	"E2348C_3810"
112	21	38	26	27	306	17	19	21	1	116	12	157	433	48	11	6	61	3	185	928	9	21	"E2348C_3811"
20	4	1	0	2	21	2	0	0	0	3	1	4	32	5	5	0	2	4	4	43	1	0	"E2348C_3812"
26	3	5	4	3	63	2	5	9	0	11	1	12	87	6	5	0	10	0	17	143	0	10	"E2348C_3813"
18	4	5	4	2	24	5	2	1	0	6	0	5	52	11	2	5	6	1	9	72	1	1	"E2348C_3817"
51	8	16	3	15	92	1	4	5	0	22	1	18	134	16	5	2	16	5	46	210	1	20	"E2348C_3821"
651	80	297	113	81	1655	38	63	58	18	574	50	262	2333	211	63	29	358	44	753	4097	33	152	"E2348C_3822"
12	1	4	0	0	15	0	1	1	0	8	1	8	50	5	3	2	3	0	15	67	1	1	"E2348C_3823"
184	21	78	35	31	444	12	15	19	6	164	14	108	751	58	25	9	75	17	162	1153	13	61	"E2348C_3824"
13	3	5	0	1	13	1	0	1	0	5	1	5	35	3	0	0	1	0	10	61	1	0	"E2348C_3825"
47	12	9	2	0	35	2	3	4	0	14	0	14	58	16	0	0	11	4	12	131	5	1	"E2348C_3826"
31	11	12	7	4	128	1	3	6	1	30	2	20	127	32	4	1	18	5	45	284	4	21	"E2348C_3838"
10	2	5	1	1	25	0	0	2	0	6	0	6	28	2	1	1	5	0	10	67	1	2	"E2348C_3839"
78	18	18	12	11	134	9	19	4	3	43	8	51	244	52	2	3	31	0	109	432	2	14	"E2348C_3840"
41	7	9	8	4	51	6	4	3	0	29	2	37	155	18	6	1	20	2	30	213	2	3	"E2348C_3841"
55	10	13	2	6	53	7	4	1	0	18	4	26	86	25	3	0	13	2	34	147	5	7	"E2348C_3842"
19	4	14	4	5	51	1	1	1	1	25	0	15	72	23	0	0	5	0	26	157	2	7	"E2348C_3845"
35	7	32	10	7	115	7	4	3	0	31	3	55	205	22	0	2	27	3	63	372	0	7	"E2348C_3846"
17	4	26	5	5	117	2	1	1	0	34	5	38	226	14	8	2	19	3	53	385	0	8	"E2348C_3847"
70	5	15	0	3	152	11	4	5	2	14	1	27	188	6	3	1	29	6	72	371	3	17	"E2348C_3848"
510	58	95	19	31	535	10	28	34	4	148	16	89	780	93	20	13	124	17	212	1181	9	38	"E2348C_3849"
86	5	43	13	8	147	8	6	4	2	33	3	32	218	20	4	3	25	3	57	384	1	10	"E2348C_3851"
8	0	23	2	6	69	0	1	1	3	16	0	16	52	2	2	0	9	0	2	89	1	1	"E2348C_3852"
16	3	9	4	1	20	10	2	1	2	3	1	12	27	0	0	0	3	3	16	49	0	2	"E2348C_3854"
12	0	1	0	2	20	2	2	0	0	6	1	17	24	13	3	0	6	0	6	77	0	7	"E2348C_3855"
221	25	29	14	18	214	24	20	8	1	57	5	92	311	55	10	5	40	11	142	588	9	14	"E2348C_3856"
194	32	33	14	12	223	15	20	6	0	66	11	126	448	65	4	0	38	5	125	725	2	16	"E2348C_3857"
393	63	89	27	32	492	25	37	18	1	166	8	190	1070	48	29	6	74	3	344	2110	16	59	"E2348C_3858"
153	28	55	18	17	209	31	17	7	4	108	6	117	553	45	11	6	38	2	149	887	6	49	"E2348C_3859"
429	89	142	56	51	831	30	43	33	16	251	14	236	1465	106	52	11	135	18	372	2523	19	63	"E2348C_3860"
535	72	73	41	27	684	32	42	22	4	162	13	343	1249	105	10	8	98	9	459	2832	11	69	"E2348C_3861"
113	16	41	15	13	208	14	9	8	3	89	2	93	331	67	12	9	74	7	135	673	4	19	"E2348C_3862"
42	10	17	6	8	111	0	3	3	1	39	2	37	136	20	9	0	28	7	67	315	1	17	"E2348C_3863"
50	8	3	3	3	28	0	3	1	1	14	0	8	53	7	1	0	7	0	12	84	1	9	"E2348C_3864"
53	7	23	10	6	188	5	11	7	3	56	6	70	275	8	5	3	19	7	96	643	2	24	"E2348C_3865"
40	8	23	8	13	160	9	7	3	1	40	13	92	290	16	5	2	27	5	85	555	3	10	"E2348C_3866"
146	31	50	14	15	275	4	9	13	4	96	5	115	500	77	3	2	41	8	114	885	3	17	"E2348C_3867"
68	14	24	8	7	132	15	14	10	0	21	7	50	207	53	9	2	14	4	50	320	1	12	"E2348C_3868"
52	7	17	3	4	70	10	7	6	3	32	2	43	196	16	3	1	17	7	58	262	3	6	"E2348C_3869"
365	32	45	11	11	341	39	35	12	6	57	5	38	457	150	12	1	39	13	121	639	6	34	"E2348C_3870"
547	69	86	21	18	526	27	35	19	0	130	19	91	949	137	16	13	78	13	320	1146	10	45	"E2348C_3871"
333	39	40	13	7	296	22	32	9	2	96	10	34	541	89	14	7	39	12	171	693	2	29	"E2348C_3872"
331	35	44	16	13	252	18	35	6	3	63	5	40	490	102	11	6	45	10	172	635	4	27	"E2348C_3873"
552	62	45	16	13	338	52	78	16	2	84	8	60	786	154	24	7	43	15	224	826	2	26	"E2348C_3874"
634	76	59	16	14	312	38	76	31	4	78	8	77	775	189	12	4	60	12	230	844	3	40	"E2348C_3875"
713	65	65	23	18	418	25	71	17	4	106	13	100	935	204	24	10	59	7	220	1030	6	30	"E2348C_3876"
141	14	28	9	3	114	10	14	6	0	30	7	18	332	89	18	0	12	9	96	260	0	21	"E2348C_3877"
193	18	14	2	7	128	8	8	7	1	28	5	37	283	50	9	1	15	5	71	333	2	17	"E2348C_3878"
90	15	13	5	3	108	5	6	4	0	29	1	43	199	29	9	2	10	0	73	281	3	17	"E2348C_3879"
232	27	46	24	17	359	4	11	20	1	103	2	99	533	31	19	5	46	10	183	882	5	33	"E2348C_3880"
184	21	77	38	40	528	11	8	8	15	142	11	190	728	50	12	5	62	18	327	1169	13	55	"E2348C_3881"
44	11	5	5	6	55	7	4	3	0	30	2	54	100	21	2	2	7	3	63	242	4	5	"E2348C_3882"
21	8	7	2	3	51	4	2	3	0	13	0	24	83	16	0	2	6	1	44	135	0	3	"E2348C_3883"
671	118	252	122	64	2211	58	57	64	18	446	57	218	2397	199	96	26	342	42	768	3684	52	136	"E2348C_3884"
6109	941	1972	666	538	12888	162	222	458	95	3392	305	1978	17277	889	590	194	2834	324	5718	32183	256	958	"E2348C_3885"
471	60	207	55	55	1163	18	9	36	6	329	27	220	1776	99	38	12	225	27	488	2924	11	65	"E2348C_3886"
65	9	15	9	8	119	1	12	6	1	34	4	36	180	33	2	0	14	4	63	315	1	17	"E2348C_3887"
65	13	17	13	1	123	8	8	3	2	43	4	41	189	27	13	1	15	4	61	430	0	18	"E2348C_3888"
58	13	30	5	9	212	4	6	13	2	47	7	48	234	15	1	1	36	2	98	559	1	13	"E2348C_3889"
60	6	20	6	3	105	21	5	7	1	24	2	23	133	18	0	0	26	3	55	314	0	14	"E2348C_3890"
65	13	29	14	15	281	3	6	7	1	66	11	75	410	32	6	9	24	2	160	779	1	6	"E2348C_3891"
97	22	70	22	19	261	13	7	14	1	131	14	150	592	31	18	2	43	1	197	1009	2	22	"E2348C_3892"
294	57	73	29	23	309	19	13	14	1	125	19	154	621	75	25	6	44	12	255	994	12	41	"E2348C_3893"
16	2	8	2	4	32	2	1	1	0	15	0	18	58	11	4	1	4	3	17	97	0	1	"E2348C_3894"
19	1	2	2	4	53	0	0	3	0	5	1	7	35	3	1	1	4	4	16	58	2	0	"E2348C_3897"
744	123	251	85	64	1288	32	51	35	6	369	33	351	2927	147	54	38	204	24	831	3692	15	97	"E2348C_3898"
295	45	77	24	19	804	9	6	22	5	109	16	125	1146	66	4	9	70	15	312	1774	5	37	"E2348C_3899"
39	4	10	6	4	60	0	5	2	0	10	3	23	97	12	0	0	2	3	25	154	3	24	"E2348C_3900"
34	3	9	3	1	35	1	3	0	0	10	0	14	76	7	0	0	5	1	15	102	3	0	"E2348C_3908"
22	5	6	0	3	55	0	1	0	0	12	0	8	67	8	6	3	5	1	16	90	1	9	"E2348C_3909"
15	2	13	13	4	84	0	1	5	0	28	0	25	116	5	5	0	5	3	47	278	1	7	"E2348C_3910"
9	0	1	1	2	16	1	2	1	0	5	0	5	27	7	0	0	2	4	8	34	0	0	"E2348C_3911"
251	44	107	46	24	727	20	17	22	8	161	16	113	939	95	17	6	117	24	264	1688	8	62	"E2348C_3912"
122	23	63	29	14	256	6	19	14	1	106	12	105	493	24	8	4	36	8	119	899	6	15	"E2348C_3913"
267	60	64	24	27	529	34	43	20	7	155	10	191	723	89	34	5	65	16	257	1372	7	34	"E2348C_3914"
46	9	22	4	12	145	9	4	6	2	34	4	45	129	38	5	1	23	7	46	330	1	5	"E2348C_3915"
91	12	24	11	12	124	13	14	8	0	54	11	57	204	29	2	7	23	6	71	358	5	11	"E2348C_3916"
64	11	23	10	1	230	8	4	0	3	35	3	45	223	18	3	0	11	6	61	477	2	8	"E2348C_3917"
242	35	100	27	21	963	33	15	19	5	245	17	148	1283	100	35	9	115	23	291	3094	6	37	"E2348C_3918"
126	29	25	8	5	244	9	7	6	5	84	4	90	409	38	14	1	51	8	135	716	5	5	"E2348C_3919"
21	5	6	3	2	48	2	2	1	0	21	0	13	109	1	0	1	3	0	14	147	1	1	"E2348C_3928"
11	6	11	2	1	38	0	0	2	0	18	2	6	71	3	0	0	1	0	19	99	0	3	"E2348C_3929"
28	22	11	4	3	129	44	52	2	3	19	3	22	100	134	5	1	12	5	17	162	4	14	"E2348C_tRNA_68"
177	19	131	43	56	744	17	22	14	3	214	28	352	1808	12	11	7	63	16	452	2120	16	38	"E2348C_3930"
73	4	67	18	22	371	2	6	13	0	106	9	158	1205	22	11	5	25	9	318	1169	3	23	"E2348C_3931"
63	7	33	15	12	194	2	6	8	1	45	6	72	616	9	1	3	20	6	120	566	3	8	"E2348C_3932"
479	59	376	76	110	3320	21	36	50	10	570	70	639	7522	128	29	33	225	56	1328	8729	24	60	"E2348C_3933"
5176	648	3322	849	978	28612	139	305	356	38	6686	556	7116	76626	786	293	161	3112	446	13158	103520	187	657	"E2348C_3934"
3232	377	2530	529	554	16331	90	157	216	33	5596	325	6048	60862	427	253	120	1925	231	9316	70598	110	509	"E2348C_3935"
2136	239	1587	414	413	12650	110	105	144	21	2976	221	2956	34891	366	194	91	1233	244	6195	42307	75	311	"E2348C_3936"
3105	301	895	325	230	5906	228	216	146	31	1252	122	1250	11614	1006	180	95	847	226	4437	14261	46	367	"E2348C_3937"
1573	158	431	164	100	3114	49	59	102	22	574	53	464	4615	319	127	32	403	86	1528	6491	39	277	"E2348C_3938"
8478	900	3591	1118	1150	23503	319	360	553	70	5185	507	7629	49669	1191	818	358	1951	627	15639	63706	262	1582	"E2348C_3939"
1001	105	226	81	69	2513	34	54	23	8	329	36	701	3619	169	64	16	144	57	1358	6065	23	147	"E2348C_3940"
5973	722	1981	643	741	12184	178	290	398	44	3189	310	4215	25438	917	551	168	1545	413	7277	33378	183	1137	"E2348C_3941"
2586	228	933	253	176	5660	112	137	242	23	1331	113	828	10782	565	272	69	770	185	2825	13875	49	462	"E2348C_3942"
1934	168	393	165	61	3505	214	186	112	8	480	46	299	4034	515	84	24	425	68	1453	7614	20	279	"E2348C_3943"
3256	288	749	205	179	4525	109	137	174	21	1109	82	635	7905	546	191	45	640	136	2191	10189	42	350	"E2348C_3944"
2505	195	432	172	144	2497	103	125	115	20	674	73	586	5465	502	133	44	492	99	2056	6347	40	239	"E2348C_3945"
329	22	50	22	10	276	24	18	8	4	61	10	55	678	73	16	7	40	9	303	636	3	32	"E2348C_3946"
276	26	55	31	24	261	11	16	11	2	71	23	92	737	54	26	12	41	14	352	626	8	9	"E2348C_3947"
0	192	445	0	0	1640	0	37	70	0	754	4	10	5452	225	104	0	283	0	3	5507	3	236	"E2348C_3948"
3894	392	983	270	271	4710	144	118	221	28	1468	163	1093	10717	585	302	81	662	151	3522	11407	85	414	"E2348C_3949"
295	30	187	67	35	1663	26	32	23	6	220	20	143	1392	114	39	12	209	33	550	2179	6	104	"E2348C_3950"
5170	500	2542	311	368	20645	305	293	625	55	4617	138	1248	21052	934	688	67	4194	193	3015	40500	80	1620	"E2348C_3951"
1020	126	405	104	117	1561	17	28	91	3	544	64	489	3974	165	105	33	379	73	1445	4539	56	147	"E2348C_3952"
1045	131	322	128	121	1596	21	26	87	7	631	61	565	4718	331	109	45	309	62	1764	4823	36	240	"E2348C_3953"
672	53	162	53	70	1062	32	39	35	3	286	36	282	2063	187	49	19	148	57	988	2590	23	112	"E2348C_3954"
2877	281	697	249	194	4303	80	130	230	22	1269	107	1070	9533	631	222	88	627	149	3633	12053	50	355	"E2348C_3955"
1485	115	253	106	99	1994	79	62	48	9	365	38	299	3376	367	39	12	243	85	1217	4645	38	133	"E2348C_3956"
616	52	362	130	78	2353	48	39	78	8	547	44	287	3891	242	83	27	338	87	1504	4992	25	186	"E2348C_3957"
2073	183	639	178	149	3890	153	148	126	19	916	87	556	7408	735	133	55	613	183	2682	9378	22	227	"E2348C_3958"
41	4	33	9	0	274	3	4	9	1	24	2	22	300	13	7	1	33	5	188	601	0	8	"E2348C_3959"
802	66	137	42	18	901	30	60	26	6	215	27	147	1976	342	43	11	127	26	564	2053	11	104	"E2348C_3960"
383	35	106	45	23	893	40	37	47	7	201	24	87	1417	195	47	13	116	33	443	1659	8	50	"E2348C_3961"
105	11	39	11	10	250	9	7	10	1	61	7	33	364	46	17	3	30	4	123	519	1	17	"E2348C_3962"
320	35	134	24	15	865	19	22	39	4	182	21	137	1306	142	56	18	99	12	461	1711	12	62	"E2348C_3963"
486	47	142	26	25	577	30	56	35	1	171	14	142	1759	240	63	14	62	35	586	1513	9	103	"E2348C_3964"
631	78	180	41	36	758	42	49	62	6	236	24	211	1951	334	72	18	123	23	625	1612	14	167	"E2348C_3965"
252	34	107	14	18	280	9	39	24	2	176	18	116	1202	102	60	9	67	22	430	851	9	79	"E2348C_3966"
82	21	39	8	15	176	13	13	16	0	82	6	59	581	44	17	5	36	10	192	400	5	34	"E2348C_3967"
1462	194	404	149	103	2064	139	149	128	16	598	61	476	3958	646	167	56	420	100	1555	4401	15	248	"E2348C_3968"
0	0	4	0	1	20	0	0	0	0	7	1	4	31	0	0	0	4	0	7	64	3	0	"E2348C_3969"
221	22	689	83	56	4325	15	11	78	4	1091	45	327	5161	41	72	30	780	68	1098	8852	21	280	"E2348C_3970"
30	3	164	11	7	894	1	2	17	4	258	10	85	1258	5	12	3	180	9	326	2152	3	41	"E2348C_3971"
17	3	20	4	0	121	5	1	4	0	25	1	8	102	5	2	1	32	3	28	207	1	8	"E2348C_3972"
41	3	13	5	2	84	2	3	1	0	37	0	10	57	14	0	1	5	9	32	217	0	5	"E2348C_3974"
28	4	18	6	7	151	5	5	1	0	21	1	31	178	13	3	0	16	0	76	331	2	8	"E2348C_3975"
16	4	13	11	4	112	1	4	4	3	34	0	31	145	11	4	2	18	10	49	267	5	4	"E2348C_3977"
11	1	4	1	2	32	3	0	0	0	10	0	10	31	3	1	1	5	1	17	76	1	7	"E2348C_3978"
10	1	5	2	2	76	0	0	2	0	14	2	13	53	5	0	0	9	4	23	114	0	0	"E2348C_3979"
9	3	10	3	0	62	0	0	1	0	6	0	20	91	7	2	0	11	0	16	148	1	1	"E2348C_3981"
7	3	8	3	2	78	1	3	0	3	27	2	26	87	3	4	0	4	1	33	175	3	13	"E2348C_3982"
30	4	18	3	6	163	3	0	5	0	67	9	43	178	6	3	6	34	5	100	486	0	10	"E2348C_3983"
12	2	9	3	3	48	1	3	3	2	11	0	29	84	11	1	0	3	1	33	208	1	2	"E2348C_3984"
13	3	8	2	7	83	0	3	6	1	26	2	30	88	7	5	4	16	1	53	196	3	6	"E2348C_3986"
1446	263	157	77	55	1033	167	267	43	16	157	12	131	907	1153	36	7	363	64	324	1434	30	162	"E2348C_3987"
11	1	3	1	1	21	4	0	1	0	7	0	9	35	4	2	0	3	1	11	62	0	3	"E2348C_3988"
16	6	3	5	2	18	9	1	2	0	6	0	5	19	7	0	0	1	0	11	42	0	0	"E2348C_3989"
42	5	9	5	4	84	3	6	0	0	18	5	27	108	21	3	0	8	4	32	190	2	3	"E2348C_3995"
27	0	7	9	10	114	1	0	4	0	26	0	77	172	8	1	3	23	5	139	350	1	3	"E2348C_3996"
375	48	62	34	35	496	26	26	32	8	92	16	212	697	219	21	3	55	13	400	1393	5	17	"E2348C_3997"
70	11	14	13	10	105	3	7	10	2	42	4	24	219	21	5	0	23	6	62	216	2	9	"E2348C_3998"
46	4	13	16	7	59	4	4	7	0	26	3	25	112	13	4	2	16	1	42	197	3	3	"E2348C_3999"
9	3	3	3	3	67	0	1	3	0	12	0	12	83	15	0	1	2	0	42	196	0	0	"E2348C_4001"
4	3	5	0	0	16	0	2	0	0	5	1	4	30	0	1	0	0	0	4	66	0	1	"E2348C_4006"
32	4	4	2	1	34	1	3	3	0	8	0	1	49	2	1	0	1	2	21	44	0	6	"E2348C_4007"
138	15	28	10	7	78	10	23	2	2	41	3	42	154	40	2	2	15	2	46	304	3	14	"E2348C_4008"
14	5	2	1	1	11	0	0	1	0	4	1	4	32	2	4	0	4	1	13	73	1	0	"E2348C_4009"
560	97	194	67	80	1015	59	59	53	14	338	27	415	1672	141	54	15	212	41	585	3067	30	84	"E2348C_4010"
51	7	10	11	1	120	3	6	8	0	26	9	38	211	15	5	1	23	0	60	355	4	9	"E2348C_4011"
156	18	27	15	13	191	9	9	1	0	64	12	89	356	43	2	1	36	10	133	604	2	4	"E2348C_4012"
469	64	149	72	63	1233	23	36	41	10	344	25	366	1805	164	34	21	214	26	692	3742	13	107	"E2348C_4013"
1656	299	536	293	108	6435	95	162	162	56	980	63	448	3839	852	160	54	748	103	1188	8319	56	482	"E2348C_4014"
119	15	50	18	19	330	6	16	21	4	98	7	93	515	53	13	8	38	13	161	787	2	38	"E2348C_4015"
787	108	170	90	71	1260	60	72	44	21	401	59	412	1923	279	38	21	213	41	818	3633	21	112	"E2348C_4016"
60	4	7	2	4	83	4	9	3	0	13	2	22	83	36	1	1	8	1	26	204	4	0	"E2348C_4017"
9	1	4	3	2	24	0	1	0	0	7	0	4	27	2	0	0	2	0	10	35	1	2	"E2348C_4020"
22	1	3	1	3	22	5	3	0	0	10	1	8	53	6	0	0	2	0	7	57	0	9	"E2348C_4021"
13	1	6	1	1	16	4	0	0	0	13	0	11	40	22	2	0	3	2	25	73	0	0	"E2348C_4022"
64	12	32	25	12	125	4	6	7	1	73	3	67	380	19	4	6	18	2	66	329	12	33	"E2348C_4023"
55	10	4	0	2	34	11	7	1	0	10	0	8	69	13	1	0	5	2	19	90	0	3	"E2348C_4024"
257	27	78	46	24	594	23	21	15	8	176	25	213	845	74	12	11	50	25	317	1926	11	36	"E2348C_4025"
404	57	60	26	21	392	14	18	13	2	98	9	63	484	92	10	3	77	13	142	993	19	19	"E2348C_4026"
56	6	5	3	1	63	0	2	3	0	20	1	11	105	7	0	0	8	0	20	138	3	8	"E2348C_4027"
30	11	27	16	10	153	1	7	12	1	52	5	77	250	11	12	6	19	5	67	540	0	27	"E2348C_4034"
14	6	11	3	7	120	0	2	10	0	22	7	55	139	8	3	0	12	4	37	280	1	25	"E2348C_4035"
18	2	8	2	8	48	0	2	0	0	18	3	50	84	7	5	4	12	0	36	178	2	3	"E2348C_4036"
22	5	9	4	5	84	1	3	2	0	9	2	29	89	3	6	3	8	5	28	249	2	5	"E2348C_4037"
60	14	25	15	20	458	14	13	14	3	56	7	206	510	9	11	11	31	7	142	1206	5	29	"E2348C_4038"
759	120	216	97	79	1625	78	98	93	13	537	89	728	2863	203	64	26	248	41	1045	5969	29	157	"E2348C_4039"
533	102	186	113	84	1303	47	50	63	8	516	51	526	1867	173	43	12	291	42	845	4411	38	94	"E2348C_4040"
571	75	166	69	83	1088	50	68	68	16	328	36	370	1522	103	63	29	201	35	567	3464	28	88	"E2348C_4041"
662	101	129	65	95	947	103	150	56	20	384	71	621	2032	179	38	21	150	51	838	2552	22	90	"E2348C_4042"
359	45	92	60	76	854	39	111	45	10	328	53	470	1582	123	28	17	125	33	616	2522	21	79	"E2348C_4043"
1299	208	489	265	244	3819	165	249	181	41	1223	137	1756	5687	328	132	63	594	122	2269	12204	56	280	"E2348C_4044"
169	43	61	33	29	609	47	56	23	13	189	19	339	858	57	19	6	85	27	385	1925	6	53	"E2348C_4045"
